simulation,final_pnl
295,6.528644061915045
296,-37.56859338232316
297,8.786376129093924
298,0.0
299,9.294976133273195
300,6.401258381890102
301,9.209349617529114
302,11.403016853277677
303,5.026732467974085
304,11.315927364437158
305,9.638153318851863
306,10.058047636846354
307,4.876904840630047
308,13.191311534179107
309,11.234032786957968
310,-11.450401084727815
311,17.634888325994297
312,10.93709146459689
313,9.675349216151773
314,-37.05774971420899
315,14.660749944392478
316,38.90155434416931
317,5.340881463797842
318,0.0
319,9.979412133957496
320,4.921057964546577
321,8.865726704140457
322,0.0
323,19.702504160930218
324,14.1833037519839
325,9.48472172428879
326,6.067232179001323
327,6.682549284377501
328,10.125104219248556
329,43.29415267046983
330,11.37252441815373
331,13.85195140697337
332,12.654355474240248
333,-38.26685433365387
334,5.293228278509858
335,0.0
336,10.11451351378119
337,-5.068513443208573
338,5.000924593414112
339,0.0
340,9.99061005563199
341,17.649216825131077
342,11.058281262579428
343,9.141411318008366
344,9.093169030048415
345,10.836171535546924
346,9.982320758087667
347,8.914488274426773
348,10.280035185800884
349,11.142012549426042
350,12.758868973111433
351,0.0
352,11.68859161557286
353,10.265129296760932
354,15.695705113095372
355,-35.397226437243205
356,12.044489168399252
357,0.0
358,11.88682190043508
359,9.723402360900934
360,11.371245904855769
361,4.868976763768131
362,11.573924638290777
363,0.0
364,-4.3249700587730615
365,0.0
366,9.546168793079246
367,20.043695854448913
368,-9.509465788293241
369,6.092035458542
370,-35.42370000184691
371,-7.067471770584305
372,9.465712544179013
373,13.589014215184392
374,0.0
375,0.0
376,8.814136542943288
377,16.11336203814173
378,10.008139271447362
379,6.724630521411626
380,16.772230393172947
381,10.351160353111652
382,9.30262850964452
383,0.0
384,0.0
385,-34.87840472443132
386,8.98318554381072
387,0.0
388,-9.41905213780791
389,-7.634710780363378
390,0.0
391,8.460219719795688
392,-10.852298010004347
393,7.240656132788388
394,5.52166731681946
395,10.080916422366727
396,11.216590102841351
397,-0.8318496889928042
398,9.065116139960026
399,5.726259199794669
400,9.152064524543434
401,12.259831246617807
402,8.940302882367092
403,0.0
404,7.640926143463446
405,17.20222543888147
406,-34.52046527809665
407,0.1273339182527451
408,0.0
409,0.0
410,0.0
411,-35.4876873803765
412,10.0357704133109
